_id,text,error
K.7554,o 2' @sux{{d}}DN-@sux{ZU-a-ni}?,"Invalid markup: o 2' {d}DN-ZU-a-ni?. No terminal defined for '{' at line 1 col 6

o 2' {d}DN-ZU-a-ni?
     ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
K.8213,"eršema ""Sammeltafel""?
ll. 6'-14' // ritual eršema @sux{{d}utu-gin₇ e₃-ta} (HES 2, no. 64), ll. 1-9 [ACH]","Invalid markup: eršema ""Sammeltafel""?
ll. 6'-14' // ritual eršema {d}utu-gin₇ e₃-ta (HES 2, no. 64), ll. 1-9 [ACH]. No terminal defined for '{' at line 1 col 51

mmeltafel""? ll. 6'-14' // ritual eršema {d}utu-gin₇ e₃-ta (HES 2, no. 64), ll. 1
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
K.8471,"EAE VII, r. = @akk{{iti}KIN}?? [TM]
obv 1'-2' // K.1348 30'-33' [JLP]","Invalid markup: EAE VII, r. = {iti}KIN?? [TM]
obv 1'-2' // K.1348 30'-33' [JLP]. No terminal defined for '{' at line 1 col 15

EAE VII, r. = {iti}KIN?? [TM] obv 1'-2' // K.1348 30'-
              ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
K.9362,"""cf. K.9417"" (WG Folio A053)","Invalid markup: ""cf. K.9417"" [WG] @A053. No terminal defined for 'A' at line 1 col 20

""cf. K.9417"" [WG] @A053
                   ^
Expected one of: 
	* ebl_atf_text_line__LANGUAGE
"
Rm-II.160,"Edition Mullo-Weir, JRAS 2 (1929), 281-284, cf. also discussion of incantation incipit @akk{EN₂ {na₄}KA.GI.NA} in Simkó, AoFo 41 (2014), 120.","Invalid markup: Edition Mullo-Weir, JRAS 2 (1929), 281-284, cf. also discussion of incantation incipit EN₂ {na₄}KA.GI.NA in Simkó, AoFo 41 (2014), 120.. No terminal defined for '{' at line 1 col 92

o discussion of incantation incipit EN₂ {na₄}KA.GI.NA in Simkó, AoFo 41 (2014), 
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Rm.488,"excerpt Alu 68 or 69? ll. 1'-2' might partly parallel ND.5467 obv. 18'-23' (@akk{{d}NIN.NINNA{mušen}}) [ES]
Project Ālu Geneva","Invalid markup: excerpt Alu 68 or 69? ll. 1'-2' might partly parallel ND.5467 obv. 18'-23' ({d}NIN.NINNA{mušen}) [ES]
Project Ālu Geneva. No terminal defined for '{' at line 1 col 77

t partly parallel ND.5467 obv. 18'-23' ({d}NIN.NINNA{mušen}) [ES] Project Ālu Ge
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Rm-II.285,"similar to Šumma ālu 95 (Moren)
Alu 95; Project Ālu Geneva. Catchline unplaced (@akk{TUKUM.BI TUKUM.BI {iti}A[PIN?.DU₈ ...]})","Invalid markup: similar to Šumma ālu 95 (Moren)
Alu 95; Project Ālu Geneva. Catchline unplaced (TUKUM.BI TUKUM.BI {iti}A[PIN?.DU₈ ...]. No terminal defined for '{' at line 1 col 99

. Catchline unplaced (TUKUM.BI TUKUM.BI {iti}A[PIN?.DU₈ ...]
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Sm.145,EAE 33/35 col. i @akk{{iti}ŠU},"Invalid markup: EAE 33/35 col. i {iti}ŠU. No terminal defined for '{' at line 1 col 18

EAE 33/35 col. i {iti}ŠU
                 ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Sm.450,"The tablet is not correctly positioned in the cdli photo: should be turned 90 degrees anticlockwise (cf. Geers copy)

// balaĝ section @sux{e-ne-eg₃-zu-še₃} as found in @sux{u₄-dam ki am-us₂} (CLAM 120ff.), ll. 79ff. [TM]
+ K.2881+, for transliteration see there obverse 1'–10'","Invalid markup: The tablet is not correctly positioned in the cdli photo: should be turned 90 degrees anticlockwise (cf. Geers copy)

// balaĝ section e-ne-eg₃-zu-še₃ as found in u₄-dam ki am-us₂ (CLAM 120ff.), ll. 79ff. [TM]
+ K.2881+, for transliteration see there @obverse 1'–10'. No terminal defined for 'o' at line 1 col 135

K.2881+, for transliteration see there @obverse 1'–10'
                                        ^
Expected one of: 
	* ebl_atf_text_line__LANGUAGE
"
Sm.934,"obv?. @i{Šumma ālu} 26, // K.6294 [AH]
Possibly part of the same tablet as Sm.936 [AH]","Invalid markup: obv?. @i{Šumma ālu} 26, // K.6294 [AH]
Possibly part of the same tablet as Sm.936 [AH]. No terminal defined for 'u' at line 1 col 13

obv?. @i{Šumma ālu} 26, // K.6294 [AH] Possibly pa
            ^
Expected one of: 
	* ebl_atf_text_line__LOGOGRAM_CHARACTER
	* ebl_atf_text_line__SUB_INDEX
	* ebl_atf_text_line__MODIFIER
	* ebl_atf_text_line__UNCERTAIN
	* ebl_atf_text_line__CORRECTION
	* ebl_atf_text_line__COLLATION
	* ebl_atf_text_line__DAMAGE
	* LPAR
	* __ANON_20
	* RBRACE
	* _ebl_atf_text_line__WORD_SEPARATOR
	* RSQB
	* RPAR
	* MORETHAN
	* __ANON_21
	* __ANON_23
	* ebl_atf_text_line__CLOSE_DOCUMENT_ORIENTED_GLOSS
	* __ANON_19
	* ebl_atf_text_line__IN_WORD_NEWLINE
	* MINUS
	* PLUS
	* DOT
	* COLON
	* LESSTHAN
	* __ANON_22
	* LSQB
	* __ANON_24
	* __ANON_26
	* LBRACE
	* _ebl_atf_text_line__VARIANT_SEPARATOR
"
Sm.319,"Cf. 
K.3099 obverse
24'. @akk{DIŠ# [ina {iti}BAR]A₂ {mul#}AŠ.GAN₂ u {mul#}[...]}
25'. @akk{DIŠ ina {iti#}BARA₂ {mul}AŠ.GAN₂ u {mul}dili-bat x x x [...]}","Invalid markup: Cf. 
K.3099 obverse
24'. DIŠ# [ina {iti}BAR]A₂ {mul#}AŠ.GAN₂ u {mul#} [...]
25'. DIŠ ina {iti#}BARA₂ {mul}AŠ.GAN₂ u {mul}dili-bat x x x [...]. No terminal defined for '{' at line 1 col 35

Cf. K.3099 obverse 24'. DIŠ# [ina {iti}BAR]A₂ {mul#}AŠ.GAN₂ u {mul#} [...]
                                  ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Sm.910,"Resembles Uh 10 21-24 and 40-45 (with 43 missing), with @akk{MIN MIN} apparently standing for @sux{ur-sag {d}asal-lu₂-hi} and @akk{qar-ra-du {d}AMAR.UTU} [ZsF]","Invalid markup: Resembles Uh 10 21-24 and 40-45 (with 43 missing), with MIN MIN apparently standing for ur-sag {d}asal-lu₂-hi and qar-ra-du {d}AMAR.UTU [ZsF]. No terminal defined for '{' at line 1 col 96

 MIN MIN apparently standing for ur-sag {d}asal-lu₂-hi and qar-ra-du {d}AMAR.UTU
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Sm.474,"cf. BM.59189 [TM]

""left half, lower portion [?] Vs. schlecht lesbar. Könnte wohl auch mehrkolumnig gewesen sein. xaescp. [? = PNA?] 3/I p.989f., ohne unseren Text [arrows from lines with @akk{{m}pa-a-ru}]. Schenkung?. (Assurb., Elam B IV 81. 97 [recte 91 !] BIWA 198 66-5-19,1^1 x Qurna [?]."" [RB]

Occurences of the name @akk{{m}pa-ru-u₂} in Asb inscriptions:
B IV 81 = C V 87
B IV 91 = C V 97
B VII 33 = C VIII 24 (here par-ru-u)
B VIII 25 = C VIII 15
1866,0519.1 12'","Invalid markup: cf. BM.59189 [TM]

""left half, lower portion [?] Vs. schlecht lesbar. Könnte wohl auch mehrkolumnig gewesen sein. xaescp. [? = PNA?] 3/I p.989f., ohne unseren Text [arrows from lines with {m}pa-a-ru]. Schenkung?. (Assurb., Elam B IV 81. 97 [recte 91 !] BIWA 198 66-5-19,1^1 x Qurna [?]."" [RB]

Occurences of the name {m}pa-ru-u₂ in Asb inscriptions:
B IV 81 = C V 87
B IV 91 = C V 97
B VII 33 = C VIII 24 (here par-ru-u)
B VIII 25 = C VIII 15
1866,0519.1 12'. No terminal defined for '{' at line 1 col 170

ne unseren Text [arrows from lines with {m}pa-a-ru]. Schenkung?. (Assurb., Elam 
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
IB.unn.1,"// CTMMA 2 Nr. 96 col. ii' 
// BM.72030 &d -> @sux{u₃ ĝa₂-e {d}en-lil₂-la₂} [TM]","Invalid markup: // CTMMA 2 Nr. 96 col. ii' 
// BM.72030 &d -> u₃ ĝa₂-e {d}en-lil₂-la₂ [TM]. No terminal defined for '{' at line 1 col 55

 96 col. ii' // BM.72030 &d -> u₃ ĝa₂-e {d}en-lil₂-la₂ [TM]
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
Tobias.Test.Fragment,,"Invalid markup:  . Unexpected end-of-input. Expected one of: 
	* __ANON_7
	* AT
	* __ANON_8
	* __ANON_8
	* __ANON_12
	* __ANON_12
	* __ANON_11
"
ND.5442,"Cf. Šulgi prophecy (K.4445)? [EJ]

BM.72030 mentioned by Lambert is @sux{u₃ ĝa₂-e {d}en-lil₂-la₂} and probably not the same as KAR 8. ND.5442 does not seem to be bilingual [TM]","Invalid markup: Cf. Šulgi prophecy (K.4445)? [EJ]

BM.72030 mentioned by Lambert is u₃ ĝa₂-e {d}en-lil₂-la₂ and probably not the same as KAR 8. ND.5442 does not seem to be bilingual [TM]. No terminal defined for '{' at line 1 col 43

.72030 mentioned by Lambert is u₃ ĝa₂-e {d}en-lil₂-la₂ and probably not the same
                                        ^
Expected one of: 
	* __ANON_12
	* __ANON_11
	* __ANON_8
	* AT
	* __ANON_7
"
ND.5425,"

","Invalid markup: 

. Unexpected end-of-input. Expected one of: 
	* __ANON_7
	* AT
	* __ANON_8
	* __ANON_8
	* __ANON_12
	* __ANON_12
	* __ANON_11
"
IM.135212,"
","Invalid markup: 
. Unexpected end-of-input. Expected one of: 
	* __ANON_7
	* AT
	* __ANON_8
	* __ANON_8
	* __ANON_12
	* __ANON_12
	* __ANON_11
"
IM.49346,,"Invalid markup:  . Unexpected end-of-input. Expected one of: 
	* __ANON_7
	* AT
	* __ANON_8
	* __ANON_8
	* __ANON_12
	* __ANON_12
	* __ANON_11
"
IM.50435,Collated by K.Reiter (@bib{AOAT_249@78*}).,"Invalid markup: Collated by K.Reiter (@bib{AOAT_249@78*).. Unexpected end-of-input. Expected one of: 
	* __ANON_10
	* BACKSLASH
	* RBRACE
"
IM.49285,Collated by K.Reiter (@bib{AOAT_249@78*}).,"Invalid markup: Collated by K.Reiter (@bib{AOAT_249@78*).. Unexpected end-of-input. Expected one of: 
	* __ANON_10
	* BACKSLASH
	* RBRACE
"
IM.50463,Collated by K.Reiter (@bib{AOAT_249@78*}).,"Invalid markup: Collated by K.Reiter (@bib{AOAT_249@78*).. Unexpected end-of-input. Expected one of: 
	* __ANON_10
	* BACKSLASH
	* RBRACE
"
IM.49249,Collated by K.Reiter (@bib{AOAT_249@78*}).,"Invalid markup: Collated by K.Reiter (@bib{AOAT_249@78*).. Unexpected end-of-input. Expected one of: 
	* __ANON_10
	* BACKSLASH
	* RBRACE
"
IM.49327,Collated by K.Reiter (@bib{AOAT_249@78*}).,"Invalid markup: Collated by K.Reiter (@bib{AOAT_249@78*).. Unexpected end-of-input. Expected one of: 
	* __ANON_10
	* BACKSLASH
	* RBRACE
"
U.3636,,"Invalid markup:  . Unexpected end-of-input. Expected one of: 
	* __ANON_7
	* AT
	* __ANON_8
	* __ANON_8
	* __ANON_12
	* __ANON_12
	* __ANON_11
"
NE-21-O.358,@akk{{m}{d}30-GIN-IGI}?# → Eponymn 615 BCE?,"Invalid markup: {m}{d}30-GIN-IGI?# → Eponymn 615 BCE?. No terminal defined for '{' at line 1 col 1

{m}{d}30-GIN-IGI?# → Eponymn 615 BCE?
^
Expected one of: 
	* __ANON_7
	* AT
	* __ANON_8
	* __ANON_12
	* __ANON_11
"
